"Time","F1","F2","F3",
83.53,87,67,68,
83.54,87,67,68,
83.55,87,67,68,
83.56,87,67,68,
83.57,87,67,68,
83.58,87,67,68,
83.59,87,67,68,
83.6,89,67,68,
83.61,89,67,68,
83.62,89,67,68,
83.63,89,67,68,
83.64,89,67,68,
83.65,89,67,68,
83.66,89,67,68,
83.67,89,67,68,
83.68,89,67,68,
83.69,89,67,68,
83.7,91,67,68,
83.71,91,67,68,
83.72,91,67,68,
83.73,91,67,68,
83.74,91,67,68,
83.75,91,67,68,
83.76,91,67,68,
83.77,91,67,68,
83.78,91,67,68,
83.79,91,67,68,
83.8,93,67,68,
83.81,93,67,68,
83.82,93,67,68,
83.83,93,67,68,
83.84,93,67,68,
83.85,93,67,68,
83.86,93,67,68,
83.87,93,67,68,
83.88,93,67,68,
83.89,93,67,68,
83.9,95,67,68,
83.91,95,67,68,
83.92,95,67,68,
83.93,95,67,68,
83.94,95,67,68,
83.95,95,67,68,
83.96,95,67,68,
83.97,95,67,68,
83.98,95,67,68,
83.99,95,67,68,
84,97,67,68,
84.01,97,67,68,
84.02,97,67,68,
84.03,97,67,68,
84.04,97,67,68,
84.05,97,67,68,
84.06,97,67,68,
84.07,97,67,68,
84.08,97,67,68,
84.09,97,67,68,
84.1,99,67,68,
84.11,99,67,68,
84.12,99,67,68,
84.13,99,67,68,
84.14,99,67,68,
84.15,99,67,68,
84.16,99,67,68,
84.17,99,67,68,
84.18,99,67,68,
84.19,99,67,68,
84.2,101,67,68,
84.21,101,67,68,
84.22,101,67,68,
84.23,101,67,68,
84.24,101,67,68,
84.25,101,67,68,
84.26,101,67,68,
84.27,101,67,68,
84.28,101,67,68,
84.29,101,67,68,
84.3,101,67,68,
84.31,103,67,68,
84.32,103,67,68,
84.33,103,67,68,
84.34,103,67,68,
84.35,103,67,68,
84.36,103,67,68,
84.37,103,67,68,
84.38,103,67,68,
84.39,103,67,68,
84.4,103,67,68,
84.41,103,67,68,
84.42,105,67,68,
84.43,105,67,68,
84.44,105,67,68,
84.45,105,67,68,
84.46,105,67,68,
84.47,105,67,68,
84.48,105,67,68,
84.49,105,67,68,
84.5,105,67,68,
84.51,105,67,68,
84.52,105,67,68,
84.53,105,67,68,
84.54,107,67,68,
84.55,107,67,68,
84.56,107,67,68,
84.57,107,67,68,
84.58,107,67,68,
84.59,107,67,68,
84.6,107,67,68,
84.61,107,67,68,
84.62,107,67,68,
84.63,107,67,68,
84.64,107,67,68,
84.65,109,67,68,
84.66,109,67,68,
84.67,109,67,68,
84.68,109,67,68,
84.69,109,67,68,
84.7,109,67,68,
84.71,109,67,68,
84.72,109,67,68,
84.73,109,67,68,
84.74,109,67,68,
84.75,109,67,68,
84.76,111,67,68,
84.77,111,67,68,
84.78,111,67,68,
84.79,111,67,68,
84.8,111,67,68,
84.81,111,67,68,
84.82,111,67,68,
84.83,111,67,68,
84.84,111,67,68,
84.85,111,67,68,
84.86,113,67,68,
84.87,113,67,68,
84.88,113,67,68,
84.89,113,67,68,
84.9,113,67,68,
84.91,113,67,68,
84.92,113,67,68,
84.93,113,67,68,
84.94,113,67,68,
84.95,113,67,68,
84.96,113,67,68,
84.97,115,67,68,
84.98,115,67,68,
84.99,115,67,68,
85,115,67,68,
85.01,115,67,68,
85.02,115,67,68,
85.03,115,67,68,
85.04,115,67,68,
85.05,115,67,68,
85.06,115,67,68,
85.07,115,67,68,
85.08,117,67,68,
85.09,117,67,68,
85.1,117,67,68,
85.11,117,67,68,
85.12,117,67,68,
85.13,117,67,68,
85.14,117,67,68,
85.15,117,67,68,
85.16,117,67,68,
85.17,117,67,68,
85.18,117,67,68,
85.19,58,67,68,
85.2,58,67,68,
85.21,58,67,68,
85.22,58,67,68,
85.23,58,67,68,
85.24,58,67,68,
85.25,58,67,68,
85.26,58,67,68,
85.27,58,67,68,
85.28,58,67,68,
85.29,59,67,68,
85.3,59,67,68,
85.31,59,67,68,
85.32,59,67,68,
85.33,59,67,68,
85.34,59,67,68,
85.35,59,67,68,
85.36,59,67,68,
85.37,59,67,68,
85.38,59,67,68,
85.39,61,67,68,
85.4,61,67,68,
85.41,61,67,68,
85.42,61,67,68,
85.43,61,67,68,
85.44,61,67,68,
85.45,61,67,68,
85.46,61,67,68,
85.47,61,67,68,
85.48,61,67,68,
85.49,61,67,68,
85.5,62,67,68,
85.51,62,67,68,
85.52,62,67,68,
85.53,62,67,68,
85.54,62,67,68,
85.55,62,67,68,
85.56,62,67,68,
85.57,62,67,68,
85.58,62,67,68,
85.59,62,67,68,
85.6,31,67,68,
85.61,31,67,68,
85.62,31,67,68,
85.63,31,67,68,
85.64,31,67,68,
85.65,31,67,68,
85.66,31,67,68,
85.67,31,67,68,
85.68,31,67,68,
85.69,31,67,68,
85.7,32,67,68,
85.71,32,67,68,
85.72,32,67,68,
85.73,32,67,68,
85.74,32,67,68,
85.75,32,67,68,
85.76,32,67,68,
85.77,32,67,68,
85.78,32,67,68,
85.79,32,67,68,
85.8,34,67,68,
85.81,34,67,68,
85.82,34,67,68,
85.83,34,67,68,
85.84,34,67,68,
85.85,34,67,68,
85.86,34,67,68,
85.87,34,67,68,
85.88,34,67,68,
85.89,34,67,68,
85.9,36,67,68,
85.91,36,67,68,
85.92,36,67,68,
85.93,36,67,68,
85.94,36,67,68,
85.95,36,67,68,
85.96,36,67,68,
85.97,36,67,68,
85.98,36,67,68,
85.99,36,67,68,
86,38,67,68,
86.01,38,67,68,
86.02,38,67,68,
86.03,38,67,68,
86.04,38,67,68,
86.05,38,67,68,
86.06,38,67,68,
86.07,38,67,68,
86.08,38,67,68,
86.09,38,67,68,
86.1,40,67,68,
86.11,40,67,68,
86.12,40,67,68,
86.13,40,67,68,
86.14,40,67,68,
86.15,40,67,68,
86.16,40,67,68,
86.17,40,67,68,
86.18,40,67,68,
86.19,40,67,68,
86.2,42,67,68,
86.21,42,67,68,
86.22,42,67,68,
86.23,42,67,68,
86.24,42,67,68,
86.25,42,67,68,
86.26,42,67,68,
86.27,42,67,68,
86.28,42,67,68,
86.29,42,67,68,
86.3,44,67,68,
86.31,44,67,68,
86.32,44,67,68,
86.33,44,67,68,
86.34,44,67,68,
86.35,44,67,68,
86.36,44,67,68,
86.37,44,67,68,
86.38,44,67,68,
86.39,44,67,68,
86.4,46,67,68,
86.41,46,67,68,
86.42,46,67,68,
86.43,46,67,68,
86.44,46,67,68,
86.45,46,67,68,
86.46,46,67,68,
86.47,46,67,68,
86.48,46,67,68,
86.49,46,67,68,
86.5,48,67,68,
86.51,48,67,68,
86.52,48,67,68,
86.53,48,67,68,
86.54,48,67,68,
86.55,48,67,68,
86.56,48,67,68,
86.57,48,67,68,
86.58,48,67,68,
86.59,48,67,68,
86.6,50,67,68,
86.61,50,67,68,
86.62,50,67,68,
86.63,50,67,68,
86.64,50,67,68,
86.65,50,67,68,
86.66,50,67,68,
86.67,50,67,68,
86.68,50,67,68,
86.69,50,67,68,
86.7,52,67,68,
86.71,52,67,68,
86.72,52,67,68,
86.73,52,67,68,
86.74,52,67,68,
86.75,52,67,68,
86.76,52,67,68,
86.77,52,67,68,
86.78,52,67,68,
86.79,52,67,68,
86.8,53,67,68,
86.81,53,67,68,
86.82,53,67,68,
86.83,53,67,68,
86.84,53,67,68,
86.85,53,67,68,
86.86,53,67,68,
86.87,53,67,68,
86.88,53,67,68,
86.89,53,67,68,
86.9,55,67,68,
86.91,55,67,68,
86.92,55,67,68,
86.93,55,67,68,
86.94,55,67,68,
86.95,55,67,68,
86.96,55,67,68,
86.97,55,67,68,
86.98,55,67,68,
86.99,55,67,68,
87,57,67,68,
87.01,57,67,68,
87.02,57,67,68,
87.03,57,67,68,
87.04,57,67,68,
87.05,57,67,68,
87.06,57,67,68,
87.07,57,67,68,
87.08,57,67,68,
87.09,57,67,68,
87.1,59,67,68,
87.11,59,67,68,
87.12,59,67,68,
87.13,59,67,68,
87.14,59,67,68,
87.15,59,67,68,
87.16,59,67,68,
87.17,59,67,68,
87.18,59,67,68,
87.19,59,67,68,
87.2,61,67,68,
87.21,61,67,68,
87.22,61,67,68,
87.23,61,67,68,
87.24,61,67,68,
87.25,61,67,68,
87.26,61,67,68,
87.27,61,67,68,
87.28,61,67,68,
87.29,61,67,68,
87.3,63,67,68,
87.31,63,67,68,
87.32,63,67,68,
87.33,63,67,68,
87.34,63,67,68,
87.35,63,67,68,
87.36,63,67,68,
87.37,63,67,68,
87.38,63,67,68,
87.39,63,67,68,
87.4,65,67,68,
87.41,65,67,68,
87.42,65,67,68,
87.43,65,67,68,
87.44,65,67,68,
87.45,65,67,68,
87.46,65,67,68,
87.47,65,67,68,
87.48,65,67,68,
87.49,65,67,68,
87.5,67,67,68,
87.51,67,67,68,
87.52,67,67,68,
87.53,67,67,68,
87.54,67,67,68,
87.55,67,67,68,
87.56,67,67,68,
87.57,67,67,68,
87.58,67,67,68,
87.59,67,67,68,
87.6,69,67,68,
87.61,69,67,68,
87.62,69,67,68,
87.63,69,67,68,
87.64,69,67,68,
87.65,69,67,68,
87.66,69,67,68,
87.67,69,67,68,
87.68,69,67,68,
87.69,69,67,68,
87.7,71,67,68,
87.71,71,67,68,
87.72,71,67,68,
87.73,71,67,68,
87.74,71,67,68,
87.75,71,67,68,
87.76,71,67,68,
87.77,71,67,68,
87.78,71,67,68,
87.79,71,67,68,
87.8,73,67,68,
87.81,73,67,68,
87.82,73,67,68,
87.83,73,67,68,
87.84,73,67,68,
87.85,73,67,68,
87.86,73,67,68,
87.87,73,67,68,
87.88,73,67,68,
87.89,73,67,68,
87.9,75,67,68,
87.91,75,67,68,
87.92,75,67,68,
87.93,75,67,68,
87.94,75,67,68,
87.95,75,67,68,
87.96,75,67,68,
87.97,75,67,68,
87.98,75,67,68,
87.99,75,67,68,
88,77,67,68,
88.01,77,67,68,
88.02,77,67,68,
88.03,77,67,68,
88.04,77,67,68,
88.05,77,67,68,
88.06,77,67,68,
88.07,77,67,68,
88.08,77,67,68,
88.09,77,67,68,
88.1,79,67,68,
88.11,79,67,68,
88.12,79,67,68,
88.13,79,67,68,
88.14,79,67,68,
88.15,79,67,68,
88.16,79,67,68,
88.17,79,67,68,
88.18,79,67,68,
88.19,79,67,68,
88.2,81,67,68,
88.21,81,67,68,
88.22,81,67,68,
88.23,81,67,68,
88.24,81,67,68,
88.25,81,67,68,
88.26,81,67,68,
88.27,81,67,68,
88.28,81,67,68,
88.29,81,67,68,
88.3,83,67,68,
88.31,83,67,68,
88.32,83,67,68,
88.33,83,67,68,
88.34,83,67,68,
88.35,83,67,68,
88.36,83,67,68,
88.37,83,67,68,
88.38,83,67,68,
88.39,83,67,68,
88.4,85,67,68,
88.41,85,67,68,
88.42,85,67,68,
88.43,85,67,68,
88.44,85,67,68,
88.45,85,67,68,
88.46,85,67,68,
88.47,85,67,68,
88.48,85,67,68,
88.49,85,67,68,
88.5,87,67,68,
88.51,87,67,68,
88.52,87,67,68,
88.53,87,67,68,
88.54,87,67,68,
88.55,87,67,68,
88.56,87,67,68,
88.57,87,67,68,
88.58,87,67,68,
88.59,87,67,68,
88.6,89,67,68,
88.61,89,67,68,
88.62,89,67,68,
88.63,89,67,68,
88.64,89,67,68,
88.65,89,67,68,
88.66,89,67,68,
88.67,89,67,68,
88.68,89,67,68,
88.69,89,67,68,
88.7,91,67,68,
88.71,91,67,68,
88.72,91,67,68,
88.73,91,67,68,
88.74,91,67,68,
88.75,91,67,68,
88.76,91,67,68,
88.77,91,67,68,
88.78,91,67,68,
88.79,91,67,68,
88.8,93,67,68,
88.81,93,67,68,
88.82,93,67,68,
88.83,93,67,68,
88.84,93,67,68,
88.85,93,67,68,
88.86,93,67,68,
88.87,93,67,68,
88.88,93,67,68,
88.89,93,67,68,
88.9,95,67,68,
88.91,95,67,68,
88.92,95,67,68,
88.93,95,67,68,
88.94,95,67,68,
88.95,95,67,68,
88.96,95,67,68,
88.97,95,67,68,
88.98,95,67,68,
88.99,95,67,68,
89,97,67,68,
89.01,97,67,68,
89.02,97,67,68,
89.03,97,67,68,
89.04,97,67,68,
89.05,97,67,68,
89.06,97,67,68,
89.07,97,67,68,
89.08,97,67,68,
89.09,97,67,68,
89.1,99,67,68,
89.11,99,67,68,
89.12,99,67,68,
89.13,99,67,68,
89.14,99,67,68,
89.15,99,67,68,
89.16,99,67,68,
89.17,99,67,68,
89.18,99,67,68,
89.19,99,67,68,
89.2,101,67,68,
89.21,101,67,68,
89.22,101,67,68,
89.23,101,67,68,
89.24,101,67,68,
89.25,101,67,68,
89.26,101,67,68,
89.27,101,67,68,
89.28,101,67,68,
89.29,101,67,68,
89.3,101,67,68,
89.31,103,67,68,
89.32,103,67,68,
89.33,103,67,68,
89.34,103,67,68,
89.35,103,67,68,
89.36,103,67,68,
89.37,103,67,68,
89.38,103,67,68,
89.39,103,67,68,
89.4,103,67,68,
89.41,103,67,68,
89.42,105,67,68,
89.43,105,67,68,
89.44,105,67,68,
89.45,105,67,68,
89.46,105,67,68,
89.47,105,67,68,
89.48,105,67,68,
89.49,105,67,68,
89.5,105,67,68,
89.51,105,67,68,
89.52,105,67,68,
89.53,107,67,68,
89.54,107,67,68,
89.55,107,67,68,
89.56,107,67,68,
89.57,107,67,68,
89.58,107,67,68,
89.59,107,67,68,
89.6,107,67,68,
89.61,107,67,68,
89.62,107,67,68,
89.63,107,67,68,
89.64,107,67,68,
89.65,109,67,68,
89.66,109,67,68,
89.67,109,67,68,
89.68,109,67,68,
89.69,109,67,68,
89.7,109,67,68,
89.71,109,67,68,
89.72,109,67,68,
89.73,109,67,68,
89.74,109,67,68,
89.75,109,67,68,
89.76,111,67,68,
89.77,111,67,68,
89.78,111,67,68,
89.79,111,67,68,
89.8,111,67,68,
89.81,111,67,68,
89.82,111,67,68,
89.83,111,67,68,
89.84,111,67,68,
89.85,111,67,68,
89.86,111,67,68,
89.87,113,67,68,
89.88,113,67,68,
89.89,113,67,68,
89.9,113,67,68,
89.91,113,67,68,
89.92,113,67,68,
89.93,113,67,68,
89.94,113,67,68,
89.95,113,67,68,
89.96,113,67,68,
89.97,113,67,68,
89.98,113,67,68,
89.99,113,67,68,
90,57,67,68,
90.01,57,67,68,
90.02,57,67,68,
90.03,57,67,68,
90.04,57,67,68,
90.05,57,67,68,
90.06,57,67,68,
90.07,57,67,68,
90.08,57,67,68,
90.09,57,67,68,
90.1,58,67,68,
90.11,58,67,68,
90.12,58,67,68,
90.13,58,67,68,
90.14,58,67,68,
90.15,58,67,68,
90.16,58,67,68,
90.17,58,67,68,
90.18,58,67,68,
90.19,58,67,68,
90.2,59,67,68,
90.21,59,67,68,
90.22,59,67,68,
90.23,59,67,68,
90.24,59,67,68,
90.25,59,67,68,
90.26,59,67,68,
90.27,59,67,68,
90.28,59,67,68,
90.29,59,67,68,
90.3,61,67,68,
90.31,61,67,68,
90.32,61,67,68,
90.33,61,67,68,
90.34,61,67,68,
90.35,61,67,68,
90.36,61,67,68,
90.37,61,67,68,
90.38,61,67,68,
90.39,61,67,68,
90.4,63,67,68,
90.41,63,67,68,
90.42,63,67,68,
90.43,63,67,68,
90.44,63,67,68,
90.45,63,67,68,
90.46,63,67,68,
90.47,63,67,68,
90.48,63,67,68,
90.49,63,67,68,
90.5,65,67,68,
90.51,65,67,68,
90.52,65,67,68,
90.53,65,67,68,
90.54,65,67,68,
90.55,65,67,68,
90.56,65,67,68,
90.57,65,67,68,
90.58,65,67,68,
90.59,65,67,68,
90.6,67,67,68,
90.61,67,67,68,
90.62,67,67,68,
90.63,67,67,68,
90.64,67,67,68,
90.65,67,67,68,
90.66,67,67,68,
90.67,67,67,68,
90.68,67,67,68,
90.69,67,67,68,
90.7,69,67,68,
90.71,69,67,68,
90.72,69,67,68,
90.73,69,67,68,
90.74,69,67,68,
90.75,69,67,68,
90.76,69,67,68,
90.77,69,67,68,
90.78,69,67,68,
90.79,69,67,68,
90.8,71,67,68,
90.81,71,67,68,
90.82,71,67,68,
90.83,71,67,68,
90.84,71,67,68,
90.85,71,67,68,
90.86,71,67,68,
90.87,71,67,68,
90.88,71,67,68,
90.89,71,67,68,
90.9,73,67,68,
90.91,73,67,68,
90.92,73,67,68,
90.93,73,67,68,
90.94,73,67,68,
90.95,73,67,68,
90.96,73,67,68,
90.97,73,67,68,
90.98,73,67,68,
90.99,73,67,68,
91,75,67,68,
91.01,75,67,68,
91.02,75,67,68,
91.03,75,67,68,
91.04,75,67,68,
91.05,75,67,68,
91.06,75,67,68,
91.07,75,67,68,
91.08,75,67,68,
91.09,75,67,68,
91.1,77,67,68,
91.11,77,67,68,
91.12,77,67,68,
91.13,77,67,68,
91.14,77,67,68,
91.15,77,67,68,
91.16,77,67,68,
91.17,77,67,68,
91.18,77,67,68,
91.19,77,67,68,
91.2,79,67,68,
91.21,79,67,68,
91.22,79,67,68,
91.23,79,67,68,
91.24,79,67,68,
91.25,79,67,68,
91.26,79,67,68,
91.27,79,67,68,
91.28,79,67,68,
91.29,79,67,68,
91.3,81,67,68,
91.31,81,67,68,
91.32,81,67,68,
91.33,81,67,68,
91.34,81,67,68,
91.35,81,67,68,
91.36,81,67,68,
91.37,81,67,68,
91.38,81,67,68,
91.39,81,67,68,
91.4,83,67,68,
91.41,83,67,68,
91.42,83,67,68,
91.43,83,67,68,
91.44,83,67,68,
91.45,83,67,68,
91.46,83,67,68,
91.47,83,67,68,
91.48,83,67,68,
91.49,83,67,68,
91.5,85,67,68,
91.51,85,67,68,
91.52,85,67,68,
91.53,85,67,68,
91.54,85,67,68,
91.55,85,67,68,
91.56,85,67,68,
91.57,85,67,68,
91.58,85,67,68,
91.59,85,67,68,
91.6,87,67,68,
91.61,87,67,68,
91.62,87,67,68,
91.63,87,67,68,
91.64,87,67,68,
91.65,87,67,68,
91.66,87,67,68,
91.67,87,67,68,
91.68,87,67,68,
91.69,87,67,68,
91.7,89,67,68,
91.71,89,67,68,
91.72,89,67,68,
91.73,89,67,68,
91.74,89,67,68,
91.75,89,67,68,
91.76,89,67,68,
91.77,89,67,68,
91.78,89,67,68,
91.79,89,67,68,
91.8,91,67,68,
91.81,91,67,68,
91.82,91,67,68,
91.83,91,67,68,
91.84,91,67,68,
91.85,91,67,68,
91.86,91,67,68,
91.87,91,67,68,
91.88,91,67,68,
91.89,91,67,68,
91.9,93,67,68,
91.91,93,67,68,
91.92,93,67,68,
91.93,93,67,68,
91.94,93,67,68,
91.95,93,67,68,
91.96,93,67,68,
91.97,93,67,68,
91.98,93,67,68,
91.99,93,67,68,
92,95,67,68,
92.01,95,67,68,
92.02,95,67,68,
92.03,95,67,68,
92.04,95,67,68,
92.05,95,67,68,
92.06,95,67,68,
92.07,95,67,68,
92.08,95,67,68,
92.09,95,67,68,
92.1,97,67,68,
92.11,97,67,68,
92.12,97,67,68,
92.13,97,67,68,
92.14,97,67,68,
92.15,97,67,68,
92.16,97,67,68,
92.17,97,67,68,
92.18,97,67,68,
92.19,97,67,68,
92.2,99,67,68,
92.21,99,67,68,
92.22,99,67,68,
92.23,99,67,68,
92.24,99,67,68,
92.25,99,67,68,
92.26,99,67,68,
92.27,99,67,68,
92.28,99,67,68,
92.29,99,67,68,
92.3,101,67,68,
92.31,101,67,68,
92.32,101,67,68,
92.33,101,67,68,
92.34,101,67,68,
92.35,101,67,68,
92.36,101,67,68,
92.37,101,67,68,
92.38,101,67,68,
92.39,101,67,68,
92.4,101,67,68,
92.41,103,67,68,
92.42,103,67,68,
92.43,103,67,68,
92.44,103,67,68,
92.45,103,67,68,
92.46,103,67,68,
92.47,103,67,68,
92.48,103,67,68,
92.49,103,67,68,
92.5,103,67,68,
92.51,103,67,68,
92.52,105,67,68,
92.53,105,67,68,
92.54,105,67,68,
92.55,105,67,68,
92.56,105,67,68,
92.57,105,67,68,
92.58,105,67,68,
92.59,105,67,68,
92.6,105,67,68,
92.61,105,67,68,
92.62,105,67,68,
92.63,105,67,68,
92.64,107,67,68,
92.65,107,67,68,
92.66,107,67,68,
92.67,107,67,68,
92.68,107,67,68,
92.69,107,67,68,
92.7,107,67,68,
92.71,107,67,68,
92.72,107,67,68,
92.73,107,67,68,
92.74,107,67,68,
92.75,109,67,68,
92.76,109,67,68,
92.77,109,67,68,
92.78,109,67,68,
92.79,109,67,68,
92.8,109,67,68,
92.81,109,67,68,
92.82,109,67,68,
92.83,109,67,68,
92.84,109,67,68,
92.85,109,67,68,
92.86,111,67,68,
92.87,111,67,68,
92.88,111,67,68,
92.89,111,67,68,
92.9,111,67,68,
92.91,111,67,68,
92.92,111,67,68,
92.93,111,67,68,
92.94,111,67,68,
92.95,111,67,68,
92.96,113,67,68,
92.97,113,67,68,
92.98,113,67,68,
92.99,113,67,68,
93,113,67,68,
93.01,113,67,68,
93.02,113,67,68,
93.03,113,67,68,
93.04,113,67,68,
93.05,113,67,68,
93.06,113,67,68,
93.07,115,67,68,
93.08,115,67,68,
93.09,115,67,68,
93.1,115,67,68,
93.11,115,67,68,
93.12,115,67,68,
93.13,115,67,68,
93.14,115,67,68,
93.15,115,67,68,
93.16,115,67,68,
93.17,115,67,68,
93.18,117,67,68,
93.19,117,67,68,
93.2,117,67,68,
93.21,117,67,68,
93.22,117,67,68,
93.23,117,67,68,
93.24,117,67,68,
93.25,117,67,68,
93.26,117,67,68,
93.27,117,67,68,
93.28,117,67,68,
93.29,59,67,68,
93.3,59,67,68,
93.31,59,67,68,
93.32,59,67,68,
93.33,59,67,68,
93.34,59,67,68,
93.35,59,67,68,
93.36,59,67,68,
93.37,59,67,68,
93.38,59,67,68,
93.39,60,67,68,
93.4,60,67,68,
93.41,60,67,68,
93.42,60,67,68,
93.43,60,67,68,
93.44,60,67,68,
93.45,60,67,68,
93.46,60,67,68,
93.47,60,67,68,
93.48,60,67,68,
93.49,61,67,68,
93.5,61,67,68,
93.51,61,67,68,
93.52,61,67,68,
93.53,61,67,68,
93.54,61,67,68,
93.55,61,67,68,
93.56,61,67,68,
93.57,61,67,68,
93.58,61,67,68,
93.59,61,67,68,
93.6,62,67,68,
93.61,62,67,68,
93.62,62,67,68,
93.63,62,67,68,
93.64,62,67,68,
93.65,62,67,68,
93.66,62,67,68,
93.67,62,67,68,
93.68,62,67,68,
93.69,62,67,68,
93.7,31,67,68,
93.71,31,67,68,
93.72,31,67,68,
93.73,31,67,68,
93.74,31,67,68,
93.75,31,67,68,
93.76,31,67,68,
93.77,31,67,68,
93.78,31,67,68,
93.79,31,67,68,
93.8,32,67,68,
93.81,32,67,68,
93.82,32,67,68,
93.83,32,67,68,
93.84,32,67,68,
93.85,32,67,68,
93.86,32,67,68,
93.87,32,67,68,
93.88,32,67,68,
93.89,32,67,68,
93.9,34,67,68,
93.91,34,67,68,
93.92,34,67,68,
93.93,34,67,68,
93.94,34,67,68,
93.95,34,67,68,
93.96,34,67,68,
93.97,34,67,68,
93.98,34,67,68,
93.99,34,67,68,
94,36,67,68,
94.01,36,67,68,
94.02,36,67,68,
94.03,36,67,68,
94.04,36,67,68,
94.05,36,67,68,
94.06,36,67,68,
94.07,36,67,68,
94.08,36,67,68,
94.09,36,67,68,
94.1,38,67,68,
94.11,38,67,68,
94.12,38,67,68,
94.13,38,67,68,
94.14,38,67,68,
94.15,38,67,68,
94.16,38,67,68,
94.17,38,67,68,
94.18,38,67,68,
94.19,38,67,68,
94.2,40,67,68,
94.21,40,67,68,
94.22,40,67,68,
94.23,40,67,68,
94.24,40,67,68,
94.25,40,67,68,
94.26,40,67,68,
94.27,40,67,68,
94.28,40,67,68,
94.29,40,67,68,
94.3,42,67,68,
94.31,42,67,68,
94.32,42,67,68,
94.33,42,67,68,
94.34,42,67,68,
94.35,42,67,68,
94.36,42,67,68,
94.37,42,67,68,
94.38,42,67,68,
94.39,42,67,68,
94.4,44,67,68,
94.41,44,67,68,
94.42,44,67,68,
94.43,44,67,68,
94.44,44,67,68,
94.45,44,67,68,
94.46,44,67,68,
94.47,44,67,68,
94.48,44,67,68,
94.49,44,67,68,
94.5,46,67,68,
94.51,46,67,68,
94.52,46,67,68,
94.53,46,67,68,
94.54,46,67,68,
94.55,46,67,68,
94.56,46,67,68,
94.57,46,67,68,
94.58,46,67,68,
94.59,46,67,68,
94.6,48,67,68,
94.61,48,67,68,
94.62,48,67,68,
94.63,48,67,68,
94.64,48,67,68,
94.65,48,67,68,
94.66,48,67,68,
94.67,48,67,68,
94.68,48,67,68,
94.69,48,67,68,
94.7,50,67,68,
94.71,50,67,68,
94.72,50,67,68,
94.73,50,67,68,
94.74,50,67,68,
94.75,50,67,68,
94.76,50,67,68,
94.77,50,67,68,
94.78,50,67,68,
94.79,50,67,68,
94.8,52,67,68,
94.81,52,67,68,
94.82,52,67,68,
94.83,52,67,68,
94.84,52,67,68,
94.85,52,67,68,
94.86,52,67,68,
94.87,52,67,68,
94.88,52,67,68,
94.89,52,67,68,
94.9,54,67,68,
94.91,54,67,68,
94.92,54,67,68,
94.93,54,67,68,
94.94,54,67,68,
94.95,54,67,68,
94.96,54,67,68,
94.97,54,67,68,
94.98,54,67,68,
94.99,54,67,68,
95,56,67,68,
95.01,56,67,68,
95.02,56,67,68,
95.03,56,67,68,
95.04,56,67,68,
95.05,56,67,68,
95.06,56,67,68,
95.07,56,67,68,
95.08,56,67,68,
95.09,56,67,68,
95.1,58,67,68,
95.11,58,67,68,
95.12,58,67,68,
95.13,58,67,68,
95.14,58,67,68,
95.15,58,67,68,
95.16,58,67,68,
95.17,58,67,68,
95.18,58,67,68,
95.19,58,67,68,
95.2,60,67,68,
95.21,60,67,68,
95.22,60,67,68,
95.23,60,67,68,
95.24,60,67,68,
95.25,60,67,68,
95.26,60,67,68,
95.27,60,67,68,
95.28,60,67,68,
95.29,60,67,68,
95.3,62,67,68,
95.31,62,67,68,
95.32,62,67,68,
95.33,62,67,68,
95.34,62,67,68,
95.35,62,67,68,
95.36,62,67,68,
95.37,62,67,68,
95.38,62,67,68,
95.39,62,67,68,
95.4,64,67,68,
95.41,64,67,68,
95.42,64,67,68,
95.43,64,67,68,
95.44,64,67,68,
95.45,64,67,68,
95.46,64,67,68,
95.47,64,67,68,
95.48,64,67,68,
95.49,64,67,68,
95.5,66,67,68,
95.51,66,67,68,
95.52,66,67,68,
95.53,66,67,68,
95.54,66,67,68,
95.55,66,67,68,
95.56,66,67,68,
95.57,66,67,68,
95.58,66,67,68,
95.59,66,67,68,
95.6,68,67,68,
95.61,68,67,68,
95.62,68,67,68,
95.63,68,67,68,
95.64,68,67,68,
95.65,68,67,68,
95.66,68,67,68,
95.67,68,67,68,
95.68,68,67,68,
95.69,68,67,68,
95.7,69,67,68,
95.71,69,67,68,
95.72,69,67,68,
95.73,69,67,68,
95.74,69,67,68,
95.75,69,67,68,
95.76,69,67,68,
95.77,69,67,68,
95.78,69,67,68,
95.79,69,67,68,
95.8,71,67,68,
95.81,71,67,68,
95.82,71,67,68,
95.83,71,67,68,
95.84,71,67,68,
95.85,71,67,68,
95.86,71,67,68,
95.87,71,67,68,
95.88,71,67,68,
95.89,71,67,68,
95.9,73,67,68,
95.91,73,67,68,
95.92,73,67,68,
95.93,73,67,68,
95.94,73,67,68,
95.95,73,67,68,
95.96,73,67,68,
95.97,73,67,68,
95.98,73,67,68,
95.99,73,67,68,
96,75,67,68,
96.01,75,67,68,
96.02,75,67,68,
96.03,75,67,68,
96.04,75,67,68,
96.05,75,67,68,
96.06,75,67,68,
96.07,75,67,68,
96.08,75,67,68,
96.09,75,67,68,
96.1,77,67,68,
96.11,77,67,68,
96.12,77,67,68,
96.13,77,67,68,
96.14,77,67,68,
96.15,77,67,68,
96.16,77,67,68,
96.17,77,67,68,
96.18,77,67,68,
96.19,77,67,68,
96.2,79,67,68,
96.21,79,67,68,
96.22,79,67,68,
96.23,79,67,68,
96.24,79,67,68,
96.25,79,67,68,
